participant;sound;duration;Td;K6;Rd;A2;V2
DDR103;CEGis;1300;1300;T0;2611;DI;DI
EK086;CEGis;1300;1300;T0;1868;DI;DI
DJ083;CEGis;1300;1300;T0;1220;DI;DI
KP074;CEGis;1300;1300;T0;1683;DI;DI
AJ085;CEGis;1300;1300;T0;2699;DI;DI
AB107;CEGis;1300;1300;T0;2136;DI;DI
MD087;CEGis;1300;1300;T0;1876;DI;DI
PM106;CEGis;1300;1300;T0;1481;DI;DI
ZP079;CEGis;1300;1300;T0;928;DI;DI
NM095;CEGis;1300;1300;T0;1421;DI;DI
BG073;CEGis;1300;1300;T0;3543;DI;DI
KK047;CEGis;1300;1300;T0;1746;DI;DI
RP125;CEGis;1300;1300;T0;1954;DI;DI
EK086;CEGis;1300;1300;T0;2705;DI;DI
KK098;CEGis;1300;1300;T0;1690;DI;DI
MR109;CEGis;1300;1300;T0;2234;DI;DI
JK076;CEGis;1300;1300;T0;2138;DI;DI
MK081;CEGis;1300;1300;T0;1950;DI;DI
AW075;CEGis;1300;1300;T0;1951;DI;DI
KK105;CEGis;1300;1300;T0;1747;DI;DI
OB120;CEGis;1300;1300;T0;1684;DI;DI
TK090;CEGis;1300;1300;T0;1861;DI;DI
DO084;CEGis;1300;1300;T0;1390;DI;DI
MM096;CEGis;1300;1300;T0;2036;DI;DI
AG126;CEGis;1300;1300;T0;2498;DI;DI
AS093;CEGis;1300;1300;T0;2037;DI;DI
IK053;CEGis;1300;1300;T0;1954;DI;DI
JK076;CEGis;1300;1300;T0;1858;DI;DI
MZ078;CEGis;1300;1300;T0;2132;DI;DI
AS099;CEGis;1300;1300;T0;4838;DI;DI
MK081;CEGis;1300;1300;T0;1857;DI;DI
AS099;CEGis;1300;1300;T0;3904;DI;DI
JK076;CEGis;1300;1300;T0;1744;DI;DI
AC108;CEGis;1300;1300;T0;1024;DI;DI
DK117;CEGis;1300;1300;T0;1399;DI;DI
JK076;CEGis;1300;1300;T0;2035;DI;DI
MM096;CEGis;1300;1300;T0;2046;DI;DI
AK070;CEGis;1300;1300;T0;1282;DI;DI
AW075;CEGis;1300;1300;T0;2035;DI;DI
DK117;CEGis;1300;1300;T0;1851;DI;DI
AG111;CEGis;1300;1300;T0;2601;DI;DI
IP124;CEGis;1300;1300;T0;1684;DI;DI
MD087;CEGis;1300;1300;T0;2344;DI;DI
MM110;CEGis;1300;1300;T0;1668;DI;DI
AP089;CEGis;1300;1300;T0;2708;DI;DI
DK061;CEGis;1300;1300;T0;3808;DI;DI
MF088;CEGis;1300;1300;T0;2897;DI;DI
SM118;CEGis;1300;1300;T0;1685;DI;DI
MG097;CEGis;1300;1300;T0;2248;DI;DI
PP102;CEGis;1300;1300;T0;1105;DI;DI
MJ077;CEGis;1300;1300;T0;1281;DI;DI
RP125;CEGis;1300;1300;T0;1214;DI;DI
AB121;CEGis;1300;1300;T0;1678;DI;DI
AC108;CEGis;1300;1300;T0;1403;DI;DI
KG067;CEGis;1300;1300;T0;1680;DI;DI
AC116;CEGis;1300;1300;T0;2798;DI;DI
DDR103;CEGis;1300;1300;T0;2495;DI;DI
NM095;CEGis;1300;1300;T0;1278;DI;DI
SM118;CEGis;1300;1300;T0;1106;DI;DI
AP089;CEGis;1300;1300;T0;1284;DI;DI
MK081;CEGis;1300;1300;T0;1036;DI;DI
KP104;CEGis;1300;1300;T0;1402;DI;DI
MK081;CEGis;1300;1300;T0;1101;DI;DI
KS119;CEGis;1300;1300;T0;2610;DI;DI
MR109;CEGis;1300;1300;T0;1748;DI;DI
GN042;CEGis;1300;1300;T0;2413;DI;DI
AB121;CEGis;1300;1300;T0;1742;DI;DI
AK092;CEGis;1300;1300;T0;1219;DI;DI
MF088;CEGis;1300;1300;T0;2041;DI;DI
MZ078;CEGis;1300;1300;T0;1211;DI;DI
ZP079;CEGis;1300;1300;T0;2246;DI;DI
AG080;CEGis;1300;1300;T0;1101;DI;DI
MJ077;CEGis;1300;1300;T0;1279;DI;DI
PW112;CEGis;1300;1300;T0;2326;DI;DI
DO084;CEGis;1300;1300;T0;1286;DI;DI
KG067;CEGis;1300;1300;T0;1735;DI;DI
RP125;CEGis;1300;1300;T0;1104;DI;DI
WS113;CEGis;1300;1300;T0;1102;DI;DI
IK053;CEGis;1300;1300;T0;2340;DI;DI
RP125;CEGis;1300;1300;T0;1105;DI;DI
GN042;CEGis;1300;1300;T0;3698;DI;DI
AB121;CEGis;1300;1300;T0;1289;DI;DI
PW112;CEGis;1300;1300;T0;2319;DI;DI
WS113;CEGis;1300;1300;T0;1609;DI;DI
IP124;CEGis;1300;1300;T0;1390;DI;DI
PP102;CEGis;1300;1300;T0;1686;DI;DI
SM045;CEGis;1300;1300;T0;2328;DI;DI
TK090;CEGis;1300;1300;T0;1452;DI;DI
AS099;CEGis;1300;1300;T0;2606;DI;DI
DDR103;CEGis;1300;1300;T0;3414;DI;DI
MM058;CEGis;1300;1300;T0;1495;DI;DI
AS093;CEGis;1300;1300;T0;2038;DI;DI
JK076;CEGis;1300;1300;T0;1494;DI;DI
MM058;CEGis;1300;1300;T0;1402;DI;DI
AK070;CEGis;1300;1300;T0;1209;DI;DI
BG073;CEGis;1300;1300;T0;1213;DI;DI
MF088;CEGis;1300;1300;T0;2705;DI;DI
MM096;CEGis;1300;1300;T0;1863;DI;DI
AG080;CEGis;1300;1300;T0;1020;DI;DI
ND071;CEGis;1300;1300;T0;1498;DI;DI
AB121;CEGis;1300;1300;T0;1859;DI;DI
DK117;CEGis;1300;1300;T0;829;DI;DI
JK076;CEGis;1300;1300;T0;1222;DI;DI
TR072;CEGis;1300;1300;T0;1284;DI;DI
AB121;CEGis;1300;1300;T0;1286;DI;DI
AB123;CEGis;1300;1300;T0;4460;DI;DI
AK070;CEGis;1300;1300;T0;1687;DI;DI
AS093;CEGis;1300;1300;T0;1687;DI;DI
IP124;CEGis;1300;1300;T0;1589;DI;DI
MM058;CEGis;1300;1300;T0;2129;DI;DI
KM066;CEGis;1300;1300;T0;1599;DI;DI
AB123;CEGis;1300;1300;T0;4007;DI;DI
AC108;CEGis;1300;1300;T0;1743;DI;DI
DK117;CEGis;1300;1300;T0;2232;DI;DI
DO084;CEGis;1300;1300;T0;1406;DI;DI
DJ083;CEGis;1300;1300;T0;1410;DI;DI
DK061;CEGis;1300;1300;T0;3083;DI;DI
MK081;CEGis;1300;1300;T0;1677;DI;DI
AG122;CEGis;1300;1300;T0;1735;DI;DI
MM110;CEGis;1300;1300;T0;1401;DI;DI
MR109;CEGis;1300;1300;T0;1773;DI;DI
WS113;CEGis;1300;1300;T0;1488;DI;DI
KK105;CEGis;1300;1300;T0;1865;DI;DI
MG082;CEGis;1300;1300;T0;1605;DI;DI
AB107;CEGis;1300;1300;T0;2438;DI;DI
AG080;CEGis;1300;1300;T0;1682;DI;DI
AG126;CEGis;1300;1300;T0;1687;DI;DI
DK117;CEGis;1300;1300;T0;1593;DI;DI
AG111;CEGis;1300;1300;T0;1472;DI;DI
KS119;CEGis;1300;1300;T0;1397;DI;DI
PP102;CEGis;1300;1300;T0;1212;DI;DI
KK105;CEGis;1300;1300;T0;2338;DI;DI
SM045;CEGis;1300;1300;T0;1396;DI;DI
AC108;CEGis;1300;1300;T0;1399;DI;DI
AG126;CEGis;1300;1300;T0;2129;DI;DI
